75,125,-25,1.8892279723597E-14,1.8892279723597E-14,-5.3181271946188E-15,-3.3877655560261E-15,-1.7808952828111E-14,-3.3877655560261E-15,-1.7808952828111E-14
125,125,-25,1.8765294788382E-14,1.8765294788382E-14,-2.4293647509603E-15,-2.3928540498653E-15,-1.8452878498969E-14,-2.3928540498653E-15,-1.8452878498969E-14
175,125,-25,1.9420102207832E-14,1.9420102207832E-14,7.0090836566603E-16,-4.2327924416243E-16,-1.9402833089708E-14,-4.2327924416243E-16,-1.9402833089708E-14
225,125,-25,2.0360753734882E-14,2.0360753734882E-14,4.5484064383309E-15,2.918305332268E-15,-1.9630481031088E-14,2.918305332268E-15,-1.9630481031088E-14
275,125,-25,2.1795780935575E-14,2.1795780935575E-14,9.0450912236674E-15,7.8052309550498E-15,-1.8229667059095E-14,7.8052309550498E-15,-1.8229667059095E-14
325,125,-25,2.4254201964226E-14,2.4254201964226E-14,1.3194049911029E-14,1.423336799063E-14,-1.4546291469307E-14,1.423336799063E-14,-1.4546291469307E-14
375,125,-25,2.7732526550694E-14,2.7732526550694E-14,1.4824017084092E-14,2.1658460606407E-14,-8.9583832545953E-15,2.1658460606407E-14,-8.9583832545953E-15
425,125,-25,3.0715425765386E-14,3.0715425765386E-14,1.2086028599554E-14,2.8049707297467E-14,-3.2525702400021E-15,2.8049707297467E-14,-3.2525702400021E-15
475,125,-25,3.0850010968901E-14,3.0850010968901E-14,5.5399424534817E-15,3.0348388741665E-14,8.6690127559726E-17,3.0348388741665E-14,8.6690127559726E-17
525,125,-25,2.7085617631871E-14,2.7085617631871E-14,-4.8820781064669E-16,2.7081134545706E-14,-6.6987692428167E-17,2.7081134545706E-14,-6.6987692428167E-17
575,125,-25,2.1013994549663E-14,2.1013994549663E-14,-2.3123740752053E-15,2.0752114331462E-14,-2.364454237983E-15,2.0752114331462E-14,-2.364454237983E-15
625,125,-25,1.6068093951525E-14,1.6068093951525E-14,4.4188029034973E-18,1.5492853717812E-14,-4.2608810576788E-15,1.5492853717812E-14,-4.2608810576788E-15
675,125,-25,1.3915614215899E-14,1.3915614215899E-14,2.7217559386372E-15,1.2885740192943E-14,-4.493780512688E-15,1.2885740192943E-14,-4.493780512688E-15
725,125,-25,1.3002238622546E-14,1.3002238622546E-14,3.8186675590934E-15,1.1891688262877E-14,-3.6143792730313E-15,1.1891688262877E-14,-3.6143792730313E-15
775,125,-25,1.1808304717151E-14,1.1808304717151E-14,3.3476855354192E-15,1.1058531645515E-14,-2.436788807873E-15,1.1058531645515E-14,-2.436788807873E-15
825,125,-25,1.0086797499471E-14,1.0086797499471E-14,2.1492115971402E-15,9.7487051631244E-15,-1.4446871455551E-15,9.7487051631244E-15,-1.4446871455551E-15
875,125,-25,8.141817730824E-15,8.141817730824E-15,1.0156222348427E-15,8.0504497848753E-15,-6.6930239746633E-16,8.0504497848753E-15,-6.6930239746633E-16
925,125,-25,6.248604905811E-15,6.248604905811E-15,-6.7823929411611E-17,6.2477277402019E-15,-7.9757556614462E-17,6.2477277402019E-15,-7.9757556614462E-17
975,125,-25,4.671471607069E-15,4.671471607069E-15,-8.7901228146385E-16,4.5414917743498E-15,6.5179509679103E-16,4.5414917743498E-15,6.5179509679103E-16
25,175,-25,2.2979124618613E-14,2.2979124618613E-14,-1.0695614071604E-14,-2.1755325413707E-15,-2.0221549545731E-14,-2.1755325413707E-15,-2.0221549545731E-14
75,175,-25,1.9706046213821E-14,1.9706046213821E-14,-4.3579383850164E-15,-1.3529071844086E-15,-1.9170453113164E-14,-1.3529071844086E-15,-1.9170453113164E-14
125,175,-25,1.9394764984066E-14,1.9394764984066E-14,-3.6213758944273E-16,6.9417320639971E-16,-1.9378954788971E-14,6.9417320639971E-16,-1.9378954788971E-14
175,175,-25,2.0088737020929E-14,2.0088737020929E-14,3.9120515930746E-15,4.004448050372E-15,-1.9292941798518E-14,4.004448050372E-15,-1.9292941798518E-14
225,175,-25,2.1337163581429E-14,2.1337163581429E-14,9.0228056606061E-15,8.2517210877192E-15,-1.7486355446521E-14,8.2517210877192E-15,-1.7486355446521E-14
275,175,-25,2.3606590910001E-14,2.3606590910001E-14,1.4817746025741E-14,1.3285985434482E-14,-1.269598866349E-14,1.3285985434482E-14,-1.269598866349E-14
325,175,-25,2.8695557508301E-14,2.8695557508301E-14,2.0639649444653E-14,1.9537502625849E-14,-3.9655873031633E-15,1.9537502625849E-14,-3.9655873031633E-15
375,175,-25,3.6994110295689E-14,3.6994110295689E-14,2.3229183979163E-14,2.7592427687544E-14,8.2235723709026E-15,2.7592427687544E-14,8.2235723709026E-15
425,175,-25,4.4680198000848E-14,4.4680198000848E-14,1.7909998592837E-14,3.5551732187466E-14,2.0288577630535E-14,3.5551732187466E-14,2.0288577630535E-14
475,175,-25,4.5839092647631E-14,4.5839092647631E-14,3.9389989171712E-15,3.7588596148382E-14,2.5938468379656E-14,3.7588596148382E-14,2.5938468379656E-14
525,175,-25,3.8392596813623E-14,3.8392596813623E-14,-8.879041702257E-15,3.0391294617053E-14,2.1714587724441E-14,3.0391294617053E-14,2.1714587724441E-14
575,175,-25,2.5332229386383E-14,2.5332229386383E-14,-1.0597256725573E-14,1.9602389340847E-14,1.2048498981469E-14,1.9602389340847E-14,1.2048498981469E-14
625,175,-25,1.4569163175224E-14,1.4569163175224E-14,-3.5926717642283E-15,1.3348024681896E-14,4.6025495447968E-15,1.3348024681896E-14,4.6025495447968E-15
675,175,-25,1.3315058862157E-14,1.3315058862157E-14,2.4509577360978E-15,1.2925667033084E-14,2.0520064396635E-15,1.2925667033084E-14,2.0520064396635E-15
725,175,-25,1.5088605909481E-14,1.5088605909481E-14,3.9506577452777E-15,1.4398490736376E-14,2.17756657437E-15,1.4398490736376E-14,2.17756657437E-15
775,175,-25,1.5002784184006E-14,1.5002784184006E-14,2.3474366032811E-15,1.458879889117E-14,2.5961551529975E-15,1.458879889117E-14,2.5961551529975E-15
825,175,-25,1.3237090360442E-14,1.3237090360442E-14,2.4699127105801E-16,1.2997577740623E-14,2.4944998294187E-15,1.2997577740623E-14,2.4944998294187E-15
875,175,-25,1.0781243158908E-14,1.0781243158908E-14,-1.2358553622604E-15,1.0493411548517E-14,2.1438702499279E-15,1.0493411548517E-14,2.1438702499279E-15
925,175,-25,8.4388120662528E-15,8.4388120662528E-15,-2.1523228885859E-15,7.945149163775E-15,1.8589405687568E-15,7.945149163775E-15,1.8589405687568E-15
975,175,-25,6.6637561317471E-15,6.6637561317471E-15,-2.8789619063181E-15,5.6321019839041E-15,2.0968193456445E-15,5.6321019839041E-15,2.0968193456445E-15
25,225,-25,2.3974677934887E-14,2.3974677934887E-14,-1.0040010052148E-14,-4.7712833757613E-16,-2.1765930459867E-14,-4.7712833757613E-16,-2.1765930459867E-14
75,225,-25,2.0599412718693E-14,2.0599412718693E-14,-2.4906934702472E-15,1.2700556469672E-15,-2.0408802244275E-14,1.2700556469672E-15,-2.0408802244275E-14
125,225,-25,2.0378910930343E-14,2.0378910930343E-14,3.0172917096177E-15,4.5132366831214E-15,-1.9642470722596E-14,4.5132366831214E-15,-1.9642470722596E-14
175,225,-25,2.1273256937871E-14,2.1273256937871E-14,8.2212692602064E-15,8.9840984012326E-15,-1.7442711039653E-14,8.9840984012326E-15,-1.7442711039653E-14
225,225,-25,2.2340441894264E-14,2.2340441894264E-14,1.3100437924102E-14,1.3120901737403E-14,-1.2462576291648E-14,1.3120901737403E-14,-1.2462576291648E-14
275,225,-25,2.3153420573152E-14,2.3153420573152E-14,1.7666457470651E-14,1.4490885916351E-14,-3.7405066547525E-15,1.4490885916351E-14,-3.7405066547525E-15
325,225,-25,2.833829913766E-14,2.833829913766E-14,2.349311593081E-14,1.2508769155051E-14,9.7295116065849E-15,1.2508769155051E-14,9.7295116065849E-15
375,225,-25,4.2852388346275E-14,4.2852388346275E-14,2.9317071775676E-14,1.1824211809955E-14,2.8931375780511E-14,1.1824211809955E-14,2.8931375780511E-14
425,225,-25,5.7747921181395E-14,5.7747921181395E-14,2.4270916359787E-14,1.6110590740734E-14,4.9861747721208E-14,1.6110590740734E-14,4.9861747721208E-14
475,225,-25,6.086646159199E-14,6.086646159199E-14,-1.2738566005283E-16,1.6775510621606E-14,5.8508906698102E-14,1.6775510621606E-14,5.8508906698102E-14
525,225,-25,5.0879962762017E-14,5.0879962762017E-14,-2.2506119822184E-14,5.7968281905751E-15,4.526192620893E-14,5.7968281905751E-15,4.526192620893E-14
575,225,-25,3.0097115203883E-14,3.0097115203883E-14,-1.9320246594781E-14,-5.7860057492919E-15,2.2340245132536E-14,-5.7860057492919E-15,2.2340245132536E-14
625,225,-25,1.0029297005892E-14,1.0029297005892E-14,-1.4353252867545E-15,-4.5852131752779E-15,8.8035481421328E-15,-4.5852131752779E-15,8.8035481421328E-15
675,225,-25,1.2471992856575E-14,1.2471992856575E-14,8.3816303183076E-15,5.5728314261151E-15,7.3649459548446E-15,5.5728314261151E-15,7.3649459548446E-15
725,225,-25,1.8422079799383E-14,1.8422079799383E-14,7.2409444062583E-15,1.4023826465172E-14,9.5012651533916E-15,1.4023826465172E-14,9.5012651533916E-15
775,225,-25,1.9604024296044E-14,1.9604024296044E-14,1.9870978426019E-15,1.6802763888281E-14,9.9013300358325E-15,1.6802763888281E-14,9.9013300358325E-15
825,225,-25,1.7599733217959E-14,1.7599733217959E-14,-2.2845725733838E-15,1.5365349890485E-14,8.2726876070151E-15,1.5365349890485E-14,8.2726876070151E-15
875,225,-25,1.4270624458192E-14,1.4270624458192E-14,-4.3100125511759E-15,1.2159679994568E-14,6.1005488822868E-15,1.2159679994568E-14,6.1005488822868E-15
925,225,-25,1.1059476891408E-14,1.1059476891408E-14,-4.9121324195759E-15,8.8534478203983E-15,4.4496568289731E-15,8.8534478203983E-15,4.4496568289731E-15
975,225,-25,8.9371871459134E-15,8.9371871459134E-15,-5.3802916584332E-15,5.9907726789319E-15,3.8776820989653E-15,5.9907726789319E-15,3.8776820989653E-15
25,275,-25,2.4494751817204E-14,2.4494751817204E-14,-8.5340446680352E-15,1.4491479291104E-15,-2.2914251427223E-14,1.4491479291104E-15,-2.2914251427223E-14
75,275,-25,2.1275549434951E-14,2.1275549434951E-14,6.4385875910115E-16,4.3469130670339E-15,-2.0816791213946E-14,4.3469130670339E-15,-2.0816791213946E-14
125,275,-25,2.1809125417221E-14,2.1809125417221E-14,7.7867227816323E-15,9.0958506180632E-15,-1.8228285748252E-14,9.0958506180632E-15,-1.8228285748252E-14
175,275,-25,2.360362810313E-14,2.360362810313E-14,1.329745685458E-14,1.4799049989439E-14,-1.2700276384455E-14,1.4799049989439E-14,-1.2700276384455E-14
225,275,-25,2.311144554627E-14,2.311144554627E-14,1.4465927674201E-14,1.7629309020616E-14,-3.752774336221E-15,1.7629309020616E-14,-3.752774336221E-15
275,275,-25,1.493721601705E-14,1.493721601705E-14,9.6640795931408E-15,9.620555238932E-15,6.0967946375212E-15,9.620555238932E-15,6.0967946375212E-15
325,275,-25,2.1502895207206E-14,2.1502895207206E-14,6.2895681504264E-15,-1.5434147627972E-14,1.3586865781746E-14,-1.5434147627972E-14,1.3586865781746E-14
375,275,-25,5.4940477839883E-14,5.4940477839883E-14,1.8104368676526E-14,-4.5733094062374E-14,2.4477991085486E-14,-4.5733094062374E-14,2.4477991085486E-14
425,275,-25,7.9259816592676E-14,7.9259816592676E-14,2.7461128870986E-14,-5.7654972228176E-14,4.6945810300856E-14,-5.7654972228176E-14,4.6945810300856E-14
475,275,-25,8.2974044947166E-14,8.2974044947166E-14,-5.5582470110077E-15,-5.9239621878519E-14,5.7831351572906E-14,-5.9239621878519E-14,5.7831351572906E-14
525,275,-25,8.343016839126E-14,8.343016839126E-14,-3.6430618753672E-14,-6.8298700234597E-14,3.1123794133802E-14,-6.8298700234597E-14,3.1123794133802E-14
575,275,-25,6.5896780701814E-14,6.5896780701814E-14,-1.4120182610111E-14,-6.423748097712E-14,-4.0684379845619E-15,-6.423748097712E-14,-4.0684379845619E-15
625,275,-25,4.2360702847098E-14,4.2360702847098E-14,2.0425929739199E-14,-3.5830618934466E-14,-9.6631923691176E-15,-3.5830618934466E-14,-9.6631923691176E-15
675,275,-25,2.7704714549808E-14,2.7704714549808E-14,2.6662730050149E-14,-5.3152515987237E-15,5.3289900545529E-15,-5.3152515987237E-15,5.3289900545529E-15
725,275,-25,2.5662659268826E-14,2.5662659268826E-14,1.5161787103336E-14,1.1734254273066E-14,1.7058709483312E-14,1.1734254273066E-14,1.7058709483312E-14
775,275,-25,2.5766540767152E-14,2.5766540767152E-14,2.6144625532558E-15,1.6877890993313E-14,1.9292900359479E-14,1.6877890993313E-14,1.9292900359479E-14
825,275,-25,2.2944859264392E-14,2.2944859264392E-14,-5.1671818868041E-15,1.5741759029066E-14,1.5873368284087E-14,1.5741759029066E-14,1.5873368284087E-14
875,275,-25,1.8408462225196E-14,1.8408462225196E-14,-7.9810203340748E-15,1.2278485213047E-14,1.1154084310088E-14,1.2278485213047E-14,1.1154084310088E-14
925,275,-25,1.4083033311612E-14,1.4083033311612E-14,-8.1722792176617E-15,8.6656126506965E-15,7.5135103002944E-15,8.6656126506965E-15,7.5135103002944E-15
975,275,-25,1.1442647974937E-14,1.1442647974937E-14,-8.077488309836E-15,5.6879163110869E-15,5.7737321829871E-15,5.6879163110869E-15,5.7737321829871E-15
25,325,-25,2.4435006915687E-14,2.4435006915687E-14,-6.215401239244E-15,3.3062906872018E-15,-2.339886305564E-14,3.3062906872018E-15,-2.339886305564E-14
75,325,-25,2.184961311157E-14,2.184961311157E-14,5.0492548617997E-15,7.0528192762778E-15,-2.0054135701198E-14,7.0528192762778E-15,-2.0054135701198E-14
125,325,-25,2.4201210647254E-14,2.4201210647254E-14,1.4189098336013E-14,1.3169585071381E-14,-1.4523433280438E-14,1.3169585071381E-14,-1.4523433280438E-14
175,325,-25,2.8700375849558E-14,2.8700375849558E-14,1.9535041464855E-14,2.0646175667679E-14,-3.9785875850158E-15,2.0646175667679E-14,-3.9785875850158E-15
225,325,-25,2.8341211909411E-14,2.8341211909411E-14,1.2491581819189E-14,2.3515485821044E-14,9.7060085899894E-15,2.3515485821044E-14,9.7060085899894E-15
275,325,-25,2.1479271782264E-14,2.1479271782264E-14,-1.5399556301221E-14,6.3162130590957E-15,1.3576385182146E-14,6.3162130590957E-15,1.3576385182146E-14
325,325,-25,6.8138202323641E-14,6.8138202323641E-14,-4.7362792375596E-14,-4.7345410394653E-14,-1.2569511877774E-14,-4.7345410394653E-14,-1.2569511877774E-14
375,325,-25,1.2662708286166E-13,1.2662708286166E-13,-2.3807701420502E-14,-1.1279690978151E-13,-5.2387676135425E-14,-1.1279690978151E-13,-5.2387676135425E-14
425,325,-25,1.4595208007089E-13,1.4595208007089E-13,3.0235542240876E-14,-1.3319508186646E-13,-5.1447952622116E-14,-1.3319508186646E-13,-5.1447952622116E-14
475,325,-25,1.4072122588983E-13,1.4072122588983E-13,-1.3383940629805E-14,-1.3307309980342E-13,-4.3759383654949E-14,-1.3307309980342E-13,-4.3759383654949E-14
525,325,-25,1.6102510784279E-13,1.6102510784279E-13,-3.4588467007058E-14,-1.3374262600795E-13,-8.2738342347318E-14,-1.3374262600795E-13,-8.2738342347318E-14
575,325,-25,1.3252901812989E-13,1.3252901812989E-13,3.5686368657089E-14,-8.435584090068E-14,-9.5783692998773E-14,-8.435584090068E-14,-9.5783692998773E-14
625,325,-25,8.3133033681409E-14,8.3133033681409E-14,6.1993066628197E-14,-2.3106012399721E-14,-5.0339578564884E-14,-2.3106012399721E-14,-5.0339578564884E-14
675,325,-25,4.6879028173412E-14,4.6879028173412E-14,4.6832265480286E-14,1.548540428993E-15,-1.4086216693382E-15,1.548540428993E-15,-1.4086216693382E-15
725,325,-25,3.4652324106477E-14,3.4652324106477E-14,2.3025828593583E-14,9.2866858356044E-15,2.417337894772E-14,9.2866858356044E-15,2.417337894772E-14
775,325,-25,3.1899498216334E-14,3.1899498216334E-14,3.5392430993332E-15,1.2283597666147E-14,2.9226100887972E-14,1.2283597666147E-14,2.9226100887972E-14
825,325,-25,2.7779123795884E-14,2.7779123795884E-14,-7.6339855414122E-15,1.1800078833033E-14,2.3961638574079E-14,1.1800078833033E-14,2.3961638574079E-14
875,325,-25,2.209002683005E-14,2.209002683005E-14,-1.1398590258264E-14,9.3779187669503E-15,1.6434599632393E-14,9.3779187669503E-15,1.6434599632393E-14
925,325,-25,1.6753728688072E-14,1.6753728688072E-14,-1.1185186944957E-14,6.6087778673423E-15,1.0578424885588E-14,6.6087778673423E-15,1.0578424885588E-14
975,325,-25,1.3627028360465E-14,1.3627028360465E-14,-1.0496595639422E-14,4.2758995498742E-15,7.5653198847621E-15,4.2758995498742E-15,7.5653198847621E-15
25,375,-25,2.37676237301E-14,2.37676237301E-14,-3.3606882843681E-15,4.679431314555E-15,-2.3058808178292E-14,4.679431314555E-15,-2.3058808178292E-14
75,375,-25,2.2443517079339E-14,2.2443517079339E-14,9.9952044038258E-15,8.551602905728E-15,-1.8184538365299E-14,8.551602905728E-15,-1.8184538365299E-14
125,375,-25,2.7761655992143E-14,2.7761655992143E-14,2.1703275760495E-14,1.4804525235546E-14,-8.9723685412568E-15,1.4804525235546E-14,-8.9723685412568E-15
175,375,-25,3.7019369332128E-14,3.7019369332128E-14,2.758897968535E-14,2.3267200566057E-14,8.2413156406471E-15,2.3267200566057E-14,8.2413156406471E-15
225,375,-25,4.2858514256489E-14,4.2858514256489E-14,1.180562039496E-14,2.9332504230209E-14,2.8932399951414E-14,2.9332504230209E-14,2.8932399951414E-14
275,375,-25,5.4925466968336E-14,5.4925466968336E-14,-4.5720310019546E-14,1.8091865908704E-14,2.4477429631148E-14,1.8091865908704E-14,2.4477429631148E-14
325,375,-25,1.2663137715532E-13,1.2663137715532E-13,-1.1280189211208E-13,-2.3819553089086E-14,-5.2381940655378E-14,-2.3819553089086E-14,-5.2381940655378E-14
375,375,-25,1.5998806567045E-13,1.5998806567045E-13,-3.9882158217226E-14,-3.9880585379173E-14,-1.4971684448559E-13,-3.9880585379173E-14,-1.4971684448559E-13
425,375,-25,1.6236864330479E-13,1.6236864330479E-13,1.0036403966064E-13,4.724962395837E-14,-1.1856689633885E-13,4.724962395837E-14,-1.1856689633885E-13
475,375,-25,1.3820929174253E-13,1.3820929174253E-13,-5.0544307960513E-14,8.0146958276838E-14,-1.0061583541241E-13,8.0146958276838E-14,-1.0061583541241E-13
525,375,-25,1.7334148950714E-13,1.7334148950714E-13,-1.7047052407186E-15,6.6970927790408E-14,-1.5987263929606E-13,6.6970927790408E-14,-1.5987263929606E-13
575,375,-25,1.9893660498064E-13,1.9893660498064E-13,1.1236364046459E-13,1.3056179193383E-13,-9.9517855633017E-14,1.3056179193383E-13,-9.9517855633017E-14
625,375,-25,1.1688739341636E-13,1.1688739341636E-13,3.6093004101135E-14,1.1036203450375E-13,-1.3423082165393E-14,1.1036203450375E-13,-1.3423082165393E-14
675,375,-25,3.6775266206699E-14,3.6775266206699E-14,2.3266152739852E-14,2.6730525605608E-14,9.8277841911297E-15,2.6730525605608E-14,9.8277841911297E-15
725,375,-25,3.5632231904018E-14,3.5632231904018E-14,2.2593889126864E-14,-3.4256155532663E-15,2.7339299235093E-14,-3.4256155532663E-15,2.7339299235093E-14
775,375,-25,3.5317088189955E-14,3.5317088189955E-14,6.2537539419874E-15,-1.6516991661625E-15,3.4719723065062E-14,-1.6516991661625E-15,3.4719723065062E-14
825,375,-25,3.0457829520153E-14,3.0457829520153E-14,-7.5397938309026E-15,2.3753473569842E-15,2.9414088682124E-14,2.3753473569842E-15,2.9414088682124E-14
875,375,-25,2.4244712874833E-14,2.4244712874833E-14,-1.2977442568746E-14,3.3745989181814E-15,2.0199113072098E-14,3.3745989181814E-15,2.0199113072098E-14
925,375,-25,1.8385730448689E-14,1.8385730448689E-14,-1.295574443564E-14,2.7819964900839E-15,1.2745362520516E-14,2.7819964900839E-15,1.2745362520516E-14
975,375,-25,1.5001999993862E-14,1.5001999993862E-14,-1.2047878200974E-14,1.8451952695794E-15,8.7466501637735E-15,1.8451952695794E-15,8.7466501637735E-15
25,425,-25,2.2578031527836E-14,2.2578031527836E-14,-6.2724973818622E-16,5.1502962031995E-15,-2.1973814290132E-14,5.1502962031995E-15,-2.1973814290132E-14
75,425,-25,2.2623855156202E-14,2.2623855156202E-14,1.416300579108E-14,7.95858092795E-15,-1.5745128729353E-14,7.95858092795E-15,-1.5745128729353E-14
125,425,-25,3.081873882924E-14,3.081873882924E-14,2.8154037626212E-14,1.2103137072114E-14,-3.2647972954559E-15,1.2103137072114E-14,-3.2647972954559E-15
